Variable,Logit_sin_penalidad,L1_LASSO,L2_RIDGE
ch06,-0.0014117143903871073,-0.007057245136833786,-0.0014246671391820597
ch07,0.03299383100784172,-0.016787669501705314,0.03302433011266773
ch08,0.08467804184655328,0.06536339954984885,0.0845526810794115
ch09,0.7281217232077355,0.0,0.7095813525199333
ch10,0.18255302073893004,0.0,0.17792727275886294
nivel_ed,-0.3600931670687928,-0.3586263712204994,-0.35931546487755245
cat_inac,0.21108261361025646,0.2192340908105946,0.21146212647833204
ad_equiv_hogar,2.402236398421933,2.1887288010124166,2.399220031945516
